X,gene_id,gene_name,gene_biotype,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,M.56.2,X1.56.R,X2.56.R,X3.56.R,X4.56.R,X5.56.R,M.56.1,M.56.3,M.56.4,M.56.5,M.56.6,seqnames,start,end,width,strand,gene_name,gene_id,EnrichNumber,MeanMethDiff,MeanBeta.WildType_1,MeanBeta.WildType_2,MeanBeta.WildType_3,MeanBeta.Mutation_1,MeanBeta.Mutation_2,MeanBeta.Mutation_3
2453,ENSDARG00000078362,zmp:0000000846,protein_coding,   26.70238,-3.033329,0.9092869,-3.335943,8.501068e-04,7.512685e-03,1.894151e+00,  55.327043,  59.695747,  61.0963942,  42.4022723,  37.7104981,    6.517426,   27.575991,   1.5066419,   0.000000,    0.000000,5, 5708576, 5833037,124462,-,zmp:0000000846,ENSDARG00000078362, 3, 27.4453770,0.242424242,0.423456790,0.252991453,0.724363197,0.398017899,0.556097561
2506,ENSDARG00000113737,GABRA2,protein_coding,   43.97055,-2.404245,0.7260276,-3.311506,9.279522e-04,8.028359e-03,2.841226e+01,  92.949433, 116.718550,  71.1502312,  81.7758108,  31.5396893,   24.440349,   28.597324,   4.5199256,   0.000000,    3.572513,14, 4478416, 4558911, 80496,-,GABRA2,ENSDARG00000113737, 1,-30.2083333,0.500000000,0.066666667,0.352941176,0.000000000,0.000000000,0.033333333
2575,ENSDARG00000090727,celf5b,protein_coding,   53.05869,-2.784381,0.8507807,-3.272736,1.065118e-03,8.966845e-03,1.894151e+00, 117.293332, 120.282475, 112.9123234,  81.0186274,  65.8219602,    6.517426,   65.365312,   3.0132838,   0.000000,    9.526702,2,53355953,53426522, 70570,+,celf5b,ENSDARG00000090727, 5,  4.3427357,0.516756342,0.631596420,0.603361857,0.714885362,0.625714286,0.557441923
2590,ENSDARG00000052775,opn3,protein_coding,   11.95469,-3.347012,1.0249270,-3.265610,1.092286e-03,9.136203e-03,0.000000e+00,  16.598113,  24.947476,  32.4816273,  18.9295858,  25.3688805,    0.000000,    7.149331,   6.0265675,   0.000000,    0.000000,13,42243221,42265585, 22365,+,opn3,ENSDARG00000052775, 1,-34.0242800,0.915254237,0.892307692,0.860000000,0.900000000,0.730769231,0.279069767
2600,ENSDARG00000109643,TMEM235 (1 of many),protein_coding,   12.09230,-2.640470,0.8097534,-3.260833,1.110856e-03,9.261974e-03,9.470754e-01,  54.220502,  16.037663,   9.2804649,  14.3864852,  17.8267809,    0.000000,    4.085332,   3.0132838,   8.454328,    4.763351,3,57266363,57323496, 57134,+,LO018548.1,ENSDARG00000109643, 1, 24.4506104,0.813953488,0.666666667,0.380952381,0.953125000,0.937500000,0.852941176
2650,ENSDARG00000059960,plch2a,protein_coding,   58.80479,-2.640657,0.8152983,-3.238885,1.199981e-03,9.812593e-03,1.420613e+01, 173.726916, 155.921727,  72.6969754,  95.4051126,  43.1956614,   70.062334,   14.298662,   3.7666047,   0.000000,    3.572513,8,47340586,47622532,281947,+,plch2a,ENSDARG00000059960, 2,-26.9169882,0.857142857,0.736631016,0.843891403,0.367897727,0.719079940,0.592374214
2658,ENSDARG00000079295,cacna1bb,protein_coding,   27.40112,-3.224214,0.9960701,-3.236934,1.208212e-03,9.853883e-03,9.470754e+00, 150.489558,  67.714579,  25.5212786,  15.9008521,   7.5420996,    0.000000,    0.000000,   0.7533209,  14.493134,    9.526702,21,14381227,14632840,251614,-,cacna1bb,ENSDARG00000079295, 2, -6.3706931,0.708333333,0.709750567,0.766968326,0.676136364,0.660714286,0.642894462
2661,ENSDARG00000027082,hmbox1a,protein_coding,   58.41803,-2.212343,0.6837617,-3.235547,1.214100e-03,9.890737e-03,4.545962e+01,  63.072829,  65.041635, 128.3797650, 161.2800714,  93.2477770,    0.000000,    4.085332,  21.8463073,  45.894925,   14.290053,17,16298122,16326565, 28444,-,hmbox1a,ENSDARG00000027082, 1,-57.1587125,0.916666667,1.000000000,1.000000000,0.489130435,0.695652174,0.090909091
2685,ENSDARG00000005163,efr3a,protein_coding,   33.83716,-2.429530,0.7537392,-3.223303,1.267215e-03,1.022736e-02,3.788302e+00, 144.956854,  20.492570,  54.1360455,  68.1465090,  17.8267809,    3.258713,    3.063999,  36.1594052,   9.662090,   10.717540,2,42869831,42936509, 66679,+,efr3a,ENSDARG00000005163, 2,-27.0001566,0.890120968,0.814366999,0.941176471,0.578064871,0.587962963,0.641957364
2699,ENSDARG00000082321,RF00004,snRNA,   30.28073, 2.673361,0.8313281, 3.215772,1.300943e-03,1.044900e-02,6.534820e+01,  11.065409,   7.127850,  14.6940695,   1.5143669,   4.1138725,  125.460458,   22.469326,   5.2732466,  71.257911,    4.763351,6,52302431,52304621,  2191,+,U2,ENSDARG00000082321, 4, 24.6370007,0.387755102,0.083042853,0.178571429,0.330003805,0.269877272,0.780447426
2705,ENSDARG00000087663,si:ch211-248l17.3,protein_coding,   82.38111,-2.443086,0.7601251,-3.214058,1.308733e-03,1.048675e-02,8.523678e+01, 129.465281, 124.737382, 162.4081365, 249.8705331,  76.1066415,   32.587132,   31.661323,  10.5464932,   0.000000,    3.572513,24,37999090,38014593, 15504,-,si:ch211-248l17.3,ENSDARG00000087663, 7,-18.1606323,0.935310053,0.629078759,0.630399660,0.724690299,0.725468917,0.404362036
2738,ENSDARG00000008720,lmo3,protein_coding,   42.83305,-2.324494,0.7267592,-3.198438,1.381743e-03,1.093853e-02,7.576603e+00,  59.753207,  86.425186,  88.9377890,  40.1307220, 104.2181037,   22.810992,    3.063999,  13.5597769,  44.687164,    0.000000,4,12610145,12679293, 69149,+,lmo3,ENSDARG00000008720, 1, 15.5885472,0.769230769,0.758620690,0.619047619,0.932432432,0.961538462,0.796875000
2766,ENSDARG00000059773,SRCIN1,protein_coding,   28.33441,-2.340787,0.7341814,-3.188296,1.431141e-03,1.121630e-02,1.231198e+01,  77.457861,  41.876121,  37.8952318,  60.5746747,  34.9679164,    1.629357,   30.639990,   8.2865304,   6.038806,    0.000000,3,37235924,37478475,242552,-,SRCIN1,ENSDARG00000059773, 2,-10.1791101,0.170940171,0.466666667,0.500000000,0.506336406,0.178125000,0.288720539
2790,ENSDARG00000002193,rho,protein_coding,   58.25985,-9.585243,3.0151582,-3.179018,1.477748e-03,1.148194e-02,9.470754e-01, 279.954839, 359.956444,   0.0000000,   0.0000000,   0.0000000,    0.000000,    0.000000,   0.0000000,   0.000000,    0.000000,8,54076195,54079740,  3546,-,rho,ENSDARG00000002193, 1,-39.0901641,0.904977376,0.923076923,0.892307692,0.600000000,0.478991597,0.503875969
2807,ENSDARG00000036175,pcdh1b,protein_coding,   70.43114,-2.822830,0.8907659,-3.168992,1.529687e-03,1.181352e-02,3.693594e+01, 171.513834,  90.880092,  79.6573241, 244.5702491,  75.4209961,   24.440349,    0.000000,   3.0132838,  48.310448,    0.000000,14,37543341,37831941,288601,+,pcdh1b,ENSDARG00000036175, 3, 26.0016662,0.493055556,0.638313366,0.501308216,0.714285714,0.760233918,0.867436262
2814,ENSDARG00000058692,fzd3b,protein_coding,   34.63424,-2.263595,0.7149363,-3.166149,1.544716e-03,1.189991e-02,1.325906e+01,  55.327043,  71.278504,  33.2549994,  71.9324262,  74.0497053,    0.000000,    7.149331,  29.3795167,  24.155224,    1.190838,17, 8498782, 8572367, 73586,-,fzd3b,ENSDARG00000058692, 2, 20.7426246,0.892749893,0.625568182,0.683333333,0.907950281,0.952922078,0.965714286
2816,ENSDARG00000098315,cyp1a,protein_coding,   25.47975,-3.420804,1.0805840,-3.165699,1.547109e-03,1.190988e-02,0.000000e+00,  66.392452, 136.320139,   0.7733721,  45.4310060,   2.7425817,    6.517426,    1.021333,   3.0132838,  14.493134,    3.572513,18, 5588068, 5600958, 12891,-,cyp1a,ENSDARG00000098315, 8, 27.8163823,0.513607357,0.937798092,0.651442308,0.910395522,0.936561033,0.932591595
2828,ENSDARG00000086851,si:dkey-264d12.5,protein_coding,   29.42855, 2.039638,0.6456118, 3.159233,1.581848e-03,1.212564e-02,7.197773e+01,   5.532704,  12.473738,  12.3739533,   8.3290178,  15.7698446,   13.034853,  102.133300,  33.1461214,   8.454328,   40.488483,11,40146181,40168378, 22198,+,si:dkey-264d12.5,ENSDARG00000086851, 2, 11.4412415,0.865497076,0.740051348,0.588690476,0.924614306,0.878260870,0.632063882
2840,ENSDARG00000063631,VIT,protein_coding,   21.19743,-3.085594,0.9791749,-3.151219,1.625907e-03,1.241408e-02,0.000000e+00,  49.794339,  39.203177,  21.6544182,  53.0028404,  40.4530797,    3.258713,    0.000000,   5.2732466,  20.531940,    0.000000,13,  353175,  379256, 26082,-,VIT,ENSDARG00000063631,19,-15.9182019,0.946520488,0.960267009,0.907813723,0.723333339,0.824479666,0.848855018
2858,ENSDARG00000059060,lgalsla,protein_coding,   14.32486,-2.577557,0.8201860,-3.142649,1.674263e-03,1.269780e-02,2.841226e+00,  43.155094,  25.838458,   4.6402325,  40.8879054,  16.4554901,    8.146783,   10.213330,   3.0132838,   0.000000,    2.381675,1,55078797,55089987, 11191,+,lgalsla,ENSDARG00000059060, 1, 39.3442623,0.000000000,0.538461538,0.083333333,0.537037037,0.555555556,0.531250000
2866,ENSDARG00000034801,mylka,protein_coding,   40.69234, 2.670691,0.8503084, 3.140849,1.684586e-03,1.274196e-02,1.420613e+01,  28.770063,   9.800794,  12.3739533,   0.7571834,   0.6856454,   42.363272,   40.853320,  60.2656753, 210.150448,   27.389268,9, 4024250, 4077620, 53371,-,mylka,ENSDARG00000034801, 2, -8.8634004,0.661932711,0.827179487,0.732041430,0.468870656,0.724351415,0.540538782
2882,ENSDARG00000097560,BX511311.3,antisense,  224.85337,-2.181212,0.6965183,-3.131593,1.738607e-03,1.307756e-02,1.505850e+02, 340.814587, 188.888035, 543.6805711, 576.9737764, 305.1122115,  154.788877,  163.413281,  24.1062701,   1.207761,   23.816755,6,17119279,17219521,100243,-,BX511311.3,ENSDARG00000097560, 1,-25.2992021,0.821428571,0.975000000,0.846153846,0.750000000,0.650000000,0.593750000
2883,ENSDARG00000086204,gsg1l2a,protein_coding,   30.25530,-3.590871,1.1469054,-3.130922,1.742585e-03,1.310294e-02,1.136490e+01, 109.547546, 114.045606,  20.1076740,  47.7025563,  11.6559721,    0.000000,   18.383994,   0.0000000,   0.000000,    0.000000,3,50600866,50781505,180640,+,gsg1l2a,ENSDARG00000086204, 8, -5.3463526,0.667497485,0.672624583,0.655412726,0.608974498,0.576958427,0.639942727
2906,ENSDARG00000090035,rtn4r,protein_coding,   28.26594,-3.262812,1.0456181,-3.120463,1.805672e-03,1.346521e-02,2.935934e+01,  90.736351,  76.624392,  20.1076740,  47.7025563,  41.8243706,    0.000000,    3.063999,   1.5066419,   0.000000,    0.000000,5,10765611,10948379,182769,-,rtn4r,ENSDARG00000090035, 1, 19.6017512,0.909090909,0.775510204,0.702702703,0.857142857,0.968750000,0.970588235
2919,ENSDARG00000062902,si:dkey-220f10.4,protein_coding,  186.48720,-2.057471,0.6606219,-3.114446,1.842905e-03,1.368637e-02,6.155990e+01, 333.068801, 549.735461, 248.2524372, 278.6435036, 181.6960361,  174.341156,  179.754609,  12.0531351,   7.246567,   25.007593,12,20616336,20625630,  9295,+,si:dkey-220f10.4,ENSDARG00000062902, 1, 35.6321839,0.000000000,0.000000000,0.000000000,0.250000000,0.136363636,0.536585366
2940,ENSDARG00000100560,zfpm2b,protein_coding,   12.35507,-3.161862,1.0180513,-3.105798,1.897663e-03,1.399236e-02,9.470754e-01,  59.753207,  11.582757,  21.6544182,   9.0862012,  17.1411355,    4.888070,    0.000000,   0.0000000,   9.662090,    1.190838,19,13193215,13288738, 95524,-,zfpm2b,ENSDARG00000100560, 1, 52.0707615,0.000000000,0.512820513,0.166666667,0.651376147,0.696629213,0.817567568
2962,ENSDARG00000062934,gpr12,protein_coding,   18.00687,-2.245935,0.7249783,-3.097934,1.948749e-03,1.426231e-02,7.576603e+00,  57.540125,  12.473738,  40.2153481,  12.8721184,  35.6535618,    0.000000,    2.042666,  10.5464932,   7.246567,   11.908377,24,21584074,21590914,  6841,-,gpr12,ENSDARG00000062934, 1,-58.6548846,0.956521739,0.945945946,0.945945946,0.141304348,0.434782609,0.673469388
3012,ENSDARG00000056511,arr3a,protein_coding,   92.78592,-5.785592,1.8807723,-3.076179,2.096721e-03,1.509470e-02,0.000000e+00, 276.635217, 680.709712,  15.4674416,  23.4726864,   2.7425817,    0.000000,   20.426660,   0.0000000,   0.000000,    1.190838,10,26798213,26811397, 13185,+,arr3a,ENSDARG00000056511, 1, 18.7563195,0.750000000,0.888888889,0.692307692,1.000000000,1.000000000,0.967741935
3030,ENSDARG00000014973,ntng1a,protein_coding,   12.04416,-3.101047,1.0106590,-3.068342,2.152502e-03,1.539998e-02,1.894151e+00,  56.433584,  11.582757,  36.3484877,   6.8146509,   5.4851634,    3.258713,    0.000000,   8.2865304,   0.000000,    2.381675,24,29379946,29529252,149307,+,ntng1a,ENSDARG00000014973,10, 23.9357839,0.576556918,0.817995142,0.812758197,0.927793994,0.929592655,0.940902413
3070,ENSDARG00000053665,gabrg2,protein_coding,  114.74451,-2.363294,0.7737204,-3.054454,2.254702e-03,1.592099e-02,4.924792e+01, 347.453832, 306.497567, 190.2495313, 102.9769470,  76.1066415,   65.174264,  112.346630,   3.7666047,   2.415522,    5.954189,21,41903760,42009482,105723,-,gabrg2,ENSDARG00000053665, 4,-19.1975841,0.676068376,0.233939014,0.265737834,0.173579545,0.163235294,0.133928571
3102,ENSDARG00000017229,megf10,protein_coding,   42.43334,-2.479949,0.8155529,-3.040820,2.359350e-03,1.648807e-02,1.231198e+01, 116.186791,  68.605560,  85.0709286,  67.3893256,  46.6238885,   17.922923,   35.746655,   0.0000000,  16.908657,    0.000000,10,16067987,16161040, 93054,+,megf10,ENSDARG00000017229, 2, 39.2752192,0.272727273,0.333333333,0.095238095,0.372294372,0.666666667,0.753286148
3130,ENSDARG00000004634,osbp,protein_coding,   27.00766,-2.066838,0.6824547,-3.028536,2.457420e-03,1.701979e-02,1.136490e+01,  29.876603,  59.695747,  44.0822085,  65.8749587,  32.2253347,    0.000000,    2.042666,  21.8463073,  21.739702,    8.335864,1,52660203,52699063, 38861,+,osbp,ENSDARG00000004634, 2,-16.1204163,0.980685981,0.872377622,0.661764706,0.724137931,0.653846154,0.642857143
3131,ENSDARG00000039070,im:7138239,protein_coding,   18.50980,-3.455124,1.1409572,-3.028268,2.459600e-03,1.702945e-02,0.000000e+00,  43.155094,  20.492570,  25.5212786,  75.7183434,  18.5124263,    4.888070,   15.319995,   0.0000000,   0.000000,    0.000000,2,53501750,53527896, 26147,-,im:7138239,ENSDARG00000039070, 1,-46.5447154,0.682539683,0.585365854,0.000000000,0.016666667,0.032786885,0.232558140
3155,ENSDARG00000117547,CABZ01086127.1,lincRNA,   20.88302,-2.881134,0.9548814,-3.017269,2.550631e-03,1.752538e-02,1.799443e+01,  53.113962,  61.477710,  33.2549994,  22.7155030,  27.4258168,    0.000000,    0.000000,   3.0132838,   0.000000,   10.717540,21, 1202370, 1292923, 90554,+,CABZ01086127.1,ENSDARG00000117547, 1, 15.4030501,0.888888889,0.756756757,0.818181818,0.972972973,0.940000000,0.937500000
3224,ENSDARG00000005783,ncanb,protein_coding,   25.80258,-2.522866,0.8456814,-2.983235,2.852192e-03,1.917798e-02,6.629528e+00,  22.130817,  54.349859,  63.4165104,  59.0603078,  36.3392072,    0.000000,    0.000000,  16.5730607,  22.947463,    2.381675,22,17864872,18118635,253764,-,ncanb,ENSDARG00000005783, 4,-14.9558740,0.779979675,0.809785490,0.669270833,0.660158699,0.704759800,0.561984705
3230,ENSDARG00000110973,tln2b,protein_coding,   11.02975,-2.972334,0.9970536,-2.981118,2.871984e-03,1.927733e-02,0.000000e+00,  46.474716,  11.582757,  15.4674416,  21.2011361,  10.2846813,    1.629357,    3.063999,   0.7533209,  10.869851,    0.000000,25,33031633,33151690,120058,+,tln2b,ENSDARG00000110973, 3, -7.6837338,0.655092593,0.716953448,0.690476190,0.691217128,0.612791703,0.472760195
3237,ENSDARG00000006079,gpr37l1a,protein_coding,   36.88395,-2.085525,0.7001386,-2.978732,2.894437e-03,1.938387e-02,2.841226e+00,  48.687798,  35.639252,  40.9887202,  82.5329943, 109.0176216,    0.000000,   33.703989,  18.8330235,   9.662090,   23.816755,22,  694931,  701105,  6175,+,gpr37l1a,ENSDARG00000006079, 3,  7.2323377,0.583357019,0.620763466,0.477539479,0.686641918,0.725822327,0.445037952
3252,ENSDARG00000078088,si:ch211-186j3.6,protein_coding,   16.75225,-3.368747,1.1337553,-2.971318,2.965247e-03,1.976649e-02,4.735377e+00, 133.891445,  21.383551,   7.7337208,   0.7571834,   1.3712908,    4.888070,    4.085332,   3.0132838,   2.415522,    0.000000,7,47417529,47852702,435174,-,si:ch211-186j3.6,ENSDARG00000078088, 4, 21.3434189,0.627192982,0.908143939,0.865151515,0.941347164,0.970728745,0.923405556
3277,ENSDARG00000081218,RF00002,rRNA,   15.27169, 2.083142,0.7035972, 2.960703,3.069382e-03,2.030457e-02,1.515321e+01,   9.958868,   5.345888,   6.1869766,   1.5143669,   4.7995179,   40.733915,   50.045317,   9.0398513,  14.493134,   10.717540,4,77560655,77562810,  2156,-,5_8S_rRNA,ENSDARG00000081218, 3, 19.6091471,0.569903430,0.592313859,0.579146057,0.779343608,0.813766367,0.730260299
3289,ENSDARG00000074697,npdc1a,protein_coding,   64.66420,-2.202374,0.7447864,-2.957054,3.105933e-03,2.047139e-02,4.735377e+01, 165.981130, 155.030746,  85.0709286,  95.4051126,  63.0793786,   30.957775,   40.853320,  26.3662329,   1.207761,    0.000000,21,13702566,13753535, 50970,-,npdc1a,ENSDARG00000074697, 1, 26.7647059,0.615384615,0.500000000,0.700000000,0.777777778,1.000000000,0.825000000
3296,ENSDARG00000075455,soga3b,protein_coding,   16.54937,-3.217733,1.0899511,-2.952181,3.155380e-03,2.075314e-02,4.735377e+00,  58.646666,  26.729439,  31.7082552,  28.0157870,  17.1411355,    0.000000,    0.000000,  15.0664188,   0.000000,    0.000000,23,40450157,40466398, 16242,+,soga3b,ENSDARG00000075455, 2, 40.6548223,0.086206897,0.256009615,0.339285714,0.575000000,0.621212121,0.668686869
3304,ENSDARG00000021352,gria1a,protein_coding,   14.97794,-3.903799,1.3231556,-2.950371,3.173929e-03,2.082458e-02,0.000000e+00,  88.523269,  30.293364,  20.1076740,  12.8721184,   0.0000000,    8.146783,    0.000000,   0.0000000,   3.623284,    1.190838,14,34125855,34278574,152720,-,gria1a,ENSDARG00000021352, 2, 28.4813221,0.782608696,0.500000000,0.538461538,0.932835821,0.899525316,0.913793103
3312,ENSDARG00000098954,stard13b,protein_coding,   16.28090,-3.070807,1.0420183,-2.946980,3.208938e-03,2.100343e-02,1.325906e+01,  85.203647,  30.293364,  16.2408136,  10.6005681,  15.0841992,    0.000000,    0.000000,   6.0265675,   0.000000,    2.381675,15,33467298,33642890,175593,-,stard13b,ENSDARG00000098954, 4,  3.8790878,0.648247679,0.761809188,0.797609873,0.783695652,0.781143877,0.786670179
3336,ENSDARG00000074283,inpp5d,protein_coding,   20.55793,-2.834771,0.9654769,-2.936136,3.323290e-03,2.159541e-02,0.000000e+00, 117.293332,  11.582757,  26.2946507,  26.5014202,  11.6559721,    6.517426,   14.298662,   0.0000000,   6.038806,    5.954189,6,28138816,28192192, 53377,+,inpp5d,ENSDARG00000074283, 2,-46.8199613,0.907148407,0.951630735,0.933333333,0.565837104,0.458102902,0.295457166
3339,ENSDARG00000062797,nell2b,protein_coding,  114.01514,-2.015290,0.6867089,-2.934707,3.338624e-03,2.166907e-02,2.367688e+01, 234.586664, 287.786959, 220.4110423, 110.5487813, 111.7602033,  187.376009,   44.938652,  15.0664188,  10.869851,    7.145026,4,14247693,14330997, 83305,-,nell2b,ENSDARG00000062797, 1, 24.6179317,0.761904762,0.600000000,0.500000000,0.875000000,0.913043478,0.875000000
3348,ENSDARG00000061371,cdh18a,protein_coding,   21.34249,-2.947905,1.0060870,-2.930070,3.388859e-03,2.192975e-02,2.178273e+01,  50.900880,  42.767102,  40.2153481,  56.7887575,  13.0272630,    3.258713,    0.000000,   6.0265675,   0.000000,    0.000000,2,29247204,29353179,105976,+,cdh18a,ENSDARG00000061371, 1, 34.8699764,0.800000000,0.428571429,0.648648649,0.966666667,0.913043478,0.853658537
3390,ENSDARG00000063578,DGKI,protein_coding,   16.24250,-2.352210,0.8055385,-2.920047,3.499784e-03,2.238052e-02,2.841226e+00,  27.663522,  17.819626,  41.7620922,  46.1881894,  10.9703267,    3.258713,    7.149331,   0.7533209,   1.207761,   19.053404,4, 4626794, 4708893, 82100,-,DGKI,ENSDARG00000063578, 1, 15.8339809,0.708333333,0.645161290,0.800000000,0.767441860,0.963636364,0.855072464
3429,ENSDARG00000052654,thrab,protein_coding,   23.50164,-2.277716,0.7845700,-2.903139,3.694427e-03,2.335818e-02,3.788302e+00,  76.351320,  53.458878,  25.5212786,  37.1019882,  15.0841992,    1.629357,    0.000000,  12.0531351,  13.285373,   20.244242,12,21799130,22041350,242221,-,thrab,ENSDARG00000052654, 1, 17.9310345,0.620689655,0.656250000,0.576923077,0.953125000,0.818181818,0.603773585
3433,ENSDARG00000045522,acot15,protein_coding,   84.49260, 2.108394,0.7268509, 2.900725,3.723009e-03,2.350929e-02,3.504179e+01,  19.917736,   6.236869,  58.0029059,  46.9453729,  19.1980717,   14.664209,   58.215981,  99.4383642, 436.001792,  135.755503,4,25625147,25647986, 22840,+,acot15,ENSDARG00000045522, 1,-38.9156212,0.878431373,0.865384615,0.821052632,0.407407407,0.620567376,0.230215827
3440,ENSDARG00000062165,tub,protein_coding,   23.86186,-2.271010,0.7837061,-2.897783,3.758107e-03,2.368263e-02,3.788302e+00,  97.375596,  57.913784,  13.1473253,  15.9008521,  25.3688805,   14.664209,    0.000000,   6.7798885,  10.869851,   16.671728,7,27896091,28058520,162430,+,tub,ENSDARG00000062165, 2, 35.1806444,0.582386364,0.431739432,0.634615385,0.781250000,0.883491789,0.910392365
3444,ENSDARG00000014081,fam184a,protein_coding,   27.59829,-2.112911,0.7294973,-2.896393,3.774796e-03,2.376017e-02,1.041783e+01, 102.908301,  37.421215,  39.4419760,  46.9453729,  10.2846813,   26.069706,   11.234663,   6.7798885,  12.077612,    0.000000,20,41547200,41799828,252629,+,fam184a,ENSDARG00000014081, 1, 19.8851001,0.578947368,0.685714286,0.909090909,0.915492958,0.971428571,0.888888889
3447,ENSDARG00000093091,iqsec3b,protein_coding,   26.28572,-2.845696,0.9827185,-2.895739,3.782670e-03,2.378901e-02,9.470754e-01,  64.179370,  35.639252,  61.0963942,  24.9870533,  62.3937331,    0.000000,   32.682656,   6.0265675,   0.000000,    1.190838,18, 6422528, 6479662, 57135,-,iqsec3b,ENSDARG00000093091, 3,-10.2815161,0.393258427,0.284685310,0.432900433,0.439791858,0.239211763,0.202898551
3455,ENSDARG00000089536,erbb4b,protein_coding,   14.89593,-3.419020,1.1827367,-2.890770,3.842991e-03,2.411038e-02,0.000000e+00,  84.097106,  32.966308,  13.9206974,   9.0862012,   7.5420996,    0.000000,   14.298662,   0.7533209,   0.000000,    1.190838,9,39313944,39626173,312230,-,erbb4b,ENSDARG00000089536, 2,-10.6710373,0.697695853,0.827551020,0.548300537,0.575897816,0.610317460,0.606099935
3510,ENSDARG00000063159,si:dkey-32e23.4,protein_coding,   17.81387,-2.021326,0.7050141,-2.867072,4.142882e-03,2.558672e-02,5.682452e+00,  64.179370,  36.530233,  20.8810461,  23.4726864,   5.4851634,   16.293566,    9.191997,   2.2599628,   4.831045,    7.145026,8,50977018,51027541, 50524,+,si:dkey-32e23.4,ENSDARG00000063159, 3,-16.3748264,0.870998432,0.870026882,0.856368564,0.732610071,0.653356374,0.838732555
3527,ENSDARG00000029239,syt9b,protein_coding,   73.78079,-2.511533,0.8777798,-2.861233,4.219970e-03,2.593159e-02,0.000000e+00, 194.751193, 179.087241, 136.8868579,  97.6766629,  61.0224423,   78.209117,   35.746655,  11.2998141,  16.908657,    0.000000,25,15839670,15905903, 66234,+,syt9b,ENSDARG00000029239, 1,-25.1633987,0.269430052,0.240000000,0.206349206,0.000000000,0.000000000,0.000000000
3532,ENSDARG00000078657,FNDC10,protein_coding,   70.18468,-2.669189,0.9334499,-2.859488,4.243260e-03,2.604376e-02,2.557104e+01, 182.579243, 153.248783, 150.0341832,  93.8907458,  68.5645419,   84.726543,    0.000000,   9.7931722,   3.623284,    0.000000,22,  370915,  374723,  3809,-,FNDC10,ENSDARG00000078657, 3,-19.5024494,0.680978527,0.709186550,0.838888889,0.489311940,0.457629782,0.605441444
3562,ENSDARG00000031463,syt6b,protein_coding,   14.37044,-3.078466,1.0799688,-2.850514,4.364867e-03,2.656418e-02,1.894151e+00,  47.581257,  24.056495,  27.8413948,  25.7442367,  13.0272630,    0.000000,    1.021333,   0.0000000,  16.908657,    0.000000,11,24618742,24664031, 45290,+,syt6b,ENSDARG00000031463, 2, 73.3149023,0.200000000,0.131465517,0.411764706,0.951193271,0.967918266,0.953192641
3587,ENSDARG00000070575,fam131bb,protein_coding,   46.39879,-2.774046,0.9758037,-2.842832,4.471462e-03,2.702324e-02,1.894151e+01, 123.932577,  68.605560,  69.6034871,  87.0760949,  84.3343865,   27.699062,    0.000000,   0.0000000,  30.194030,    0.000000,16,17387116,17467462, 80347,+,fam131bb,ENSDARG00000070575, 2, 23.8512384,0.708333333,0.916748768,0.358391608,0.958021390,0.930673458,0.967436975
3637,ENSDARG00000061778,fmn2b,protein_coding,   64.47590,-2.267909,0.8034138,-2.822840,4.760027e-03,2.836390e-02,8.807801e+01, 116.186791,  57.022803, 160.8613923, 138.5645683,  95.3047133,   30.957775,    6.127998,  11.2998141,   4.831045,    0.000000,12,47444158,47541290, 97133,+,fmn2b,ENSDARG00000061778, 1, 29.4513458,0.333333333,0.268292683,0.392857143,0.716666667,0.535714286,0.540000000
3638,ENSDARG00000091509,atp6ap1la,protein_coding,   57.37322,-4.135841,1.4651089,-2.822890,4.759297e-03,2.836390e-02,3.314764e+01,  50.900880, 161.267615, 174.0087176, 137.8073849,  67.1932511,    0.000000,    0.000000,   6.7798885,   0.000000,    0.000000,11,42532464,42556290, 23827,-,atp6ap1la,ENSDARG00000091509, 2,  0.4567867,0.590964419,0.826315789,0.714227642,0.735167464,0.683848554,0.717587443
3657,ENSDARG00000104480,hcn1,protein_coding,   10.22416,-3.191314,1.1336015,-2.815199,4.874705e-03,2.890196e-02,4.735377e+00,  29.876603,  20.492570,  34.0283714,   7.5718343,   8.2277450,    0.000000,    0.000000,   7.5332094,   0.000000,    0.000000,21,10253976,10490379,236404,-,hcn1,ENSDARG00000104480, 7, 35.6458237,0.628041714,0.528213569,0.553585281,0.923642965,0.926284091,0.841306267
3713,ENSDARG00000096676,AL929237.3,processed_transcript,   20.58481, 2.008370,0.7178778, 2.797648,5.147613e-03,3.005385e-02,1.041783e+01,  12.171950,   2.672944,   6.9603487,   6.0574675,  10.9703267,   29.328419,   19.405327,  21.0929863,  97.828657,    9.526702,20,45907764,45985440, 77677,-,AL929237.3,ENSDARG00000096676, 1,-15.4600302,0.000000000,0.437500000,0.000000000,0.013888889,0.175000000,0.000000000
3772,ENSDARG00000068989,gabra1,protein_coding,  133.93448,-3.265517,1.1763832,-2.775896,5.504986e-03,3.162923e-02,1.022841e+02, 292.126789, 342.136819, 283.8275528, 230.1837638, 161.8123189,   14.664209,   37.789321,   0.0000000,   8.454328,    0.000000,21,42050351,42102471, 52121,-,gabra1,ENSDARG00000068989, 1,-21.8181818,0.235294118,0.260869565,0.133333333,0.000000000,0.000000000,0.000000000
